sentence_id,sentence,language
976,Il se peut que le bonheur qui nous attend là-bas ne soit pas du tout le genre de bonheur que nous voudrions.,fra
977,C'est à toi de décider si nous allons là-bas ou non.,fra
978,Ça ne commence pas avant huit heures trente.,fra
979,Je veux un bateau qui m'emmènera loin d'ici.,fra
980,"J'ai envie de jouer aux cartes. ""Moi aussi.""",fra
981,« Ne nous sommes-nous pas rencontrés quelque part avant ? » demanda l'étudiant.,fra
982,Un Japonais ne ferait jamais une telle chose.,fra
983,Allen est un poète.,fra
984,L'archer tua le cerf.,fra
985,Le communisme ne sera jamais atteint de mon vivant.,fra
986,Le seigle était appelé le grain de la pauvreté.,fra
987,Dans les années 50,fra
988,Si tu vois une faute alors corrige-la s'il te plaît.,fra
989,Place le jeu de cartes sur la table en bois de chêne.,fra
990,Les Allemands sont très ingénieux.,fra
991,Si on ne mange pas,fra
992,"Comment épelles-tu ""pretty"" ?",fra
993,Et si nous retournions à la maison ?,fra
994,Je m'excuse,fra
995,10 ans est une longue période à attendre.,fra
996,"Pourquoi tu n'y vas pas ? ""Parce que je ne veux pas.""",fra
997,Un million de personnes ont perdu la vie pendant la guerre.,fra
998,Je suis venu à Tokyo il y a trois ans et ai vécu ici depuis.,fra
999,J'ai vécu plus d'un mois à Nagoya.,fra
1000,No os desprecian.,spa
1001,Vi fugazmente al fantasma sentado al volante.,spa
1002,Parece que a todo el mundo le gusta el golf.,spa
1003,Meg habla demasiado.,spa
1004,Le ardían las mejillas de vergüenza.,spa
1005,En el futuro habrá un gran terremoto.,spa
1006,El único gol de la final lo marcó Andrés Iniesta.,spa
1007,¿Ya has comido?,spa
1008,Lloro por mi juventud perdida.,spa
1009,Hace poco volvió de Francia.,spa
1010,Me estoy muriendo de hambre.,spa
1011,Me sentí avergonzado cuando señalaron mis errores.,spa
1012,¡Está estrictamente prohibido traducir esta frase!,spa
1013,¿Usted forma parte del comité?,spa
1014,Él me tomó por mi hermano gemelo.,spa
1015,Las tensiones entre EEUU y Rusia van en aumento.,spa
1016,Juego con mi hijo.,spa
1017,Hola,spa
1018,Tom puede comer casi cualquier cosa.,spa
1019,Casi perdimos la esperanza.,spa
1020,Creo que puedo hablar francés lo suficientemente bien como para decir casi todo lo que quiero decir.,spa
1021,Tom está en muy mala forma.,spa
1022,Casi todo el mundo hace eso.,spa
1023,Tom estaba bastante borracho.,spa
1024,Su indefensión apela a su compasión maternal.,spa
1025,¿A qué hora almuerzas?,spa
1026,No puede ser verdad.,spa
1027,No me puedo mover.,spa
1028,Apenas hablo gaélico.,spa
1029,Tom asintió a Mary.,spa
1030,Él le dio a ella un gesto de aprobación.,spa
1031,Ella solo tiene 100 dólares.,spa
1032,Mi padre dijo que esperáramos al tren.,spa
1033,Él se rió de mí.,spa
1034,La palta es una fruta.,spa
1035,Mi hermano y yo tenemos muchas cosas en común.,spa
1036,No hay duda de que ha perdido el tren.,spa
1037,Alguien vino a verme ayer.,spa
1038,Mi trabajo es lavar platos.,spa
1039,Él es la persona más importante.,spa
1040,Inclina tu cabeza si me entiendes.,spa
1041,Yo pienso que él está enojado.,spa
1042,Nos quedamos mudos con estupor.,spa
1043,Tom señaló a Mary con un movimiento de la cabeza.,spa
1044,Un cabeceo es un signo de acuerdo.,spa
1045,Él debe amarte.,spa
1046,Tienes dos libros.,spa
1047,¿Hace usted esto con frecuencia?,spa
1048,Te echaba mucho de menos cuando estabas en Francia.,spa
1049,¿Cuándo fue la última vez que lavaste el auto?,spa
1050,Los niños normalmente tienen fe en sus padres.,spa
1051,¿Necesitas un sitio donde alojarte?,spa
1052,Durante algunos meses,spa
1053,Casi todas las puertas estaban cerradas.,spa
1054,El concierto duró alrededor de tres horas.,spa
1055,Tom y Mary asintieron el uno al otro de manera calculada.,spa
1056,Estar sentado todo el día mirando una pantalla de ordenador es malo para la salud.,spa
1057,Sonreir y asentir fue todo lo que ella pudo hacer.,spa
1058,¿Quieres que te llame yo?,spa
1059,Deberías comprarle algo a Tom por su cumpleaños.,spa
1060,Todo el mundo sabía que Tom planeaba dejar su trabajo.,spa
1061,Los niños me tienen miedo.,spa
1062,¿Cuándo llegaste a Londres?,spa
1063,¿Lamentas lo que pasó?,spa
1064,La única lengua extranjera que hablo es el francés.,spa
1065,Por lo menos no está lloviendo.,spa
1066,¿De verdad quieres estar aquí?,spa
1067,¿Realmente piensas vencer?,spa
1068,Al principio no me gustaba.,spa
1069,El español no se habla sólo en España.,spa
1070,¿Os gusta la música clásica?,spa
1071,Tiene un escritorio grande en una pieza pequeña.,spa
1072,No vuelvas muy tarde a casa.,spa
1073,¿Quieres hacerlo ahora?,spa
1074,¿Necesito hacerlo ahora?,spa
1075,Mary es mucho más guapa de lo que recordaba.,spa
1076,¿Queréis iros hoy?,spa
1077,Sólo es el principio.,spa
1078,¿Necesitas marcharte hoy?,spa
1079,¿Vamos por unas chelas,spa
1080,Dime dónde vives.,spa
1081,Antes se usaban caballos para tirar de las aplanadoras,spa
1082,Vivimos en un mundo complicado.,spa
1083,No consientas que te atemorice.,spa
1084,¿También hablas francés?,spa
1085,Eres tan engreído.,spa
1086,¿También lo amas?,spa
1087,Descubre lo que ocurrió.,spa
1088,Hasta en la televisión hay racismo.,spa
1089,¿Realmente quieres ir?,spa
1090,¿Cuántos amigos tienes en Boston?,spa
1091,Toda la fruta se estropeó.,spa
1092,¿No tienes nada que hacer?,spa
1093,¿En qué página estás?,spa
1094,Todo lo que tienes que hacer es esperar.,spa
1095,Él estaba enfadado con ella.,spa
1096,Quiero ir contigo.,spa
1097,No me ha reconocido.,spa
1098,No hablé con ellos.,spa
1099,Vino a salvarme.,spa
1100,Es vendedor de coches.,spa
1101,Puede que esté en peligro.,spa
1102,Ojalá él estuviera aquí.,spa
1103,¿Cómo se hace el whisky?,spa
1104,No he hablado con ellos.,spa
1105,Ella nunca ha ido a Hokkaido antes.,spa
1106,Mi país me necesita.,spa
1107,Trabaja en el campo.,spa
1108,Han anunciado la muerte del ex-presidente.,spa
1109,Es el chico perfecto.,spa
1110,¿Dónde están mis guantes?,spa
1111,Me duelen las piernas.,spa
1112,No sé que significa.,spa
1113,En mi cuarto no hay ningún reloj.,spa
1114,Busco a alguien que sepa portugués.,spa
1115,¿No es eso lo que hay que hacer?,spa
1116,Parecía un poco decepcionado.,spa
1117,No tengo ninguna canción favorita.,spa
1118,¿Vamos a ver una película?,spa
1119,Tom parece inteligente de veras.,spa
1120,Me encantaría conocer a Tom.,spa
1121,Nadie pudo hacerlo.,spa
1122,Solo hay una tienda que venda este libro.,spa
1123,Ayer leí este artículo.,spa
1124,¿Qué se puede cambiar?,spa
1125,¿Podemos creérnoslo?,spa
1126,¿Todavía estás ahí?,spa
1127,¿Siempre estás ocupado?,spa
1128,¿Eres policía?,spa
1129,No ha parado de llover en tres días.,spa
1130,Llámame a este número.,spa
1131,El verde no pega con el rojo.,spa
1132,¿Os estoy molestando?,spa
1133,Ahora estoy un poco asustada.,spa
1134,Llámale esta tarde.,spa
1135,¿De verdad viste a Tom?,spa
1136,Me gustan las lenguas extranjeras.,spa
1137,La vida es cada vez más cara.,spa
1138,No hemos sabido de ella desde entonces.,spa
1139,Él nació en África.,spa
1140,¿De qué te avergüenzas?,spa
1141,Tú nos lo enseñaste.,spa
1142,Hiciste un buen trabajo.,spa
1143,No me llamaste.,spa
1144,No puedes usarlo.,spa
1145,No puedes decirlo.,spa
1146,Una amiga me ha propuesto jugar en la calle.,spa
1147,¡Yo no estaba bailando!,spa
1148,No quiero que Tom crea que tiene que protegerme.,spa
1149,Solo quiero que sepas que te quiero de verdad.,spa
1150,Solo pensé que quizá querrías comer algo.,spa
1151,Todavía no entiendo qué quieres de mí.,spa
1152,No quiero cometer el mismo error que Tom.,spa
1153,Ni siquiera sé si quiero seguir haciendo esto.,spa
1154,Grace todavía no ha venido.,spa
1155,¿Eres buen cocinero?,spa
1156,¿Cómo sabes que Tom no ha estado nunca en Boston?,spa
1157,¿Cuál es tu gato?,spa
1158,¿Dónde está tu reloj?,spa
1159,Quiero hablar alemán.,spa
1160,Puedes ser de gran ayuda cuando quieres.,spa
1161,Puedes dormir aquí un rato si quieres.,spa
1162,Yo estudio español.,spa
1163,¿Cuándo empezará?,spa
1164,¿Estás orgulloso de mí?,spa
1165,¿Qué ha visto?,spa
1166,Tom no ha asistido a la reunión de hoy.,spa
1167,¿Cuántos días duró la Guerra de los Seis Días?,spa
1168,Helena es secretaria,spa
1169,Tom quiere que vuelva a verle mañana.,spa
1170,Tom dice que ya no quiere seguir trabajando aquí.,spa
1171,Tom dijo que no quería que le ayudásemos.,spa
1172,Tom dejó claro que no quería que le operaran.,spa
1173,Tom dejó claro que no quería que estuviera aquí.,spa
1174,Ahora mismo,spa
1175,Tom no quería oír nada de lo que yo tenía que decir.,spa
1176,Él siguió cantando.,spa
1177,¿Es tiempo lo que necesitas?,spa
1178,Por favor,spa
1179,No te lo comas si te parece que huele raro.,spa
1180,¿Esa es la razón por la que no querías que viniera?,spa
1181,Parece que Alice está muy contenta con el traje.,spa
1182,Eres su hermano,spa
1183,Tom pidió tarta de manzana y yo también.,spa
1184,Si no quieres que esté aquí,spa
1185,¿Has visto alguna vez un koala?,spa
1186,Tom lo averiguará.,spa
1187,¿Qué acaba de pasar?,spa
1188,Quería que vieras que no soy tan malo.,spa
1189,Quería que supieras que llegaría tarde.,spa
1190,Asegúrate de no cometer el mismo error.,spa
1191,No te preocupes por tu trabajo.,spa
1192,Quiero que Tom entienda por qué tenía que hacer esto.,spa
1193,Quiero salir de aquí lo antes posible.,spa
1194,Quiero descubrir dónde compró Tom sus zapatos.,spa
1195,¿Y tú?,spa
1196,Le pedí a Tom que tocase la guitarra.,spa
1197,¿Qué querían?,spa
1198,Lee lo que quieras.,spa
1199,El clima en Florida es generalmente templado.,spa
1200,Posiblemente haga buen día mañana.,spa
1201,Muchas pastas de dientes contienen fluoruro.,spa
1202,Ella es la esposa de Alain.,spa
1203,Ella no tolera el comportamiento de su marido.,spa
1204,En 1992 el partido conservador ganó las elecciones.,spa
1205,Hace una semana que me sacaron un diente.,spa
1206,Hace mucho calor,spa
1207,Deberías cuidarte más.,spa
1208,Italia es el único país que considera la guerra como un partido de fútbol y un partido de fútbol como si fuera una guerra.,spa
1209,El cielo está despejado casi todos los días.,spa
1210,Ojalá no hubiera comprado algo tan inútil.,spa
1211,Puedes irte.,spa
1212,A ti te habría gustado.,spa
1213,Tom debe quedarse donde está.,spa
1214,Solía ir a pescar con mi padre cuando era una niña.,spa
1215,Me haces feliz.,spa
1216,Me casé hace 8 años.,spa
1217,¿Sabes cuál es el secreto de Tom?,spa
1218,Nunca he escuchado de ese estereotipo.,spa
1219,Debo devolver este libro a la biblioteca hoy.,spa
1220,Debes tratar de venir a la fiesta.,spa
1221,Cuéntame cómo es el caballero.,spa
1222,El hombre se puso de pie y comenzó a cantar.,spa
1223,Por favor,spa
1224,El templo fue construido hace doscientos años.,spa
1225,Agitar antes de usar.,spa
1226,No puedes juzgar a una persona si no la conoces bien.,spa
1227,La verdad salió a la luz.,spa
1228,¿Tengo que hacerlo otra vez?,spa
1229,La yerba mate pegó en Corea.,spa
1230,Vamos al teatro.,spa
1231,Esto es el futuro.,spa
1232,Le pedí que dejase de hablar,spa
1233,El caballo se paró y se negó a moverse.,spa
1234,Es difícil hablar bien inglés.,spa
1235,Tom ha estado ocupado toda la mañana.,spa
1236,Tom casi besó a María,spa
1237,No sabía que íbamos a tener compañía.,spa
1238,El estudio es muy pequeño,spa
1239,Él a menudo atribuye su éxito a su esposa.,spa
1240,Tom y John fueron expulsados del equipo.,spa
1241,¿Por qué no ayuda a Tom?,spa
1242,No me atreví a hacerlo.,spa
1243,No necesito un nuevo televisor.,spa
1244,Miramos.,spa
1245,No te avergüences de ti mismo.,spa
1246,El perro sigue vivo.,spa
1247,Dijo que podría ser verdad.,spa
1248,Alguien abrió la ventana.,spa
1249,Tom es millonario.,spa
1250,¿A qué hora sales de la oficina?,spa
1251,Él estaba sentado en el suelo.,spa
1252,Pensé que le interesaría.,spa
1253,El nuevo presidente electo tiene un poco de poeta.,spa
1254,El anciano me habló en francés.,spa
1255,Soy inocente,spa
1256,El bolígrafo está roto.,spa
1257,Él habla mucho.,spa
1258,No te molestes en levantarme a las cuatro de la mañana. No tengo intención de ir a pescar mañana.,spa
1259,¿Te gusta el circo de Bulgaria?,spa
1260,Era pobre,spa
1261,Estudio inglés todos los días.,spa
1262,¿Quieres poner aguacate en la ensalada?,spa
1263,María llegó a casa y encontró a Tom con su mejor amiga en la cama.,spa
1264,Déjame decirte algo acerca de Boston.,spa
1265,Los verdaderos artistas no desprecian nada; ellos se esfuerzan por entender en lugar de juzgar.,spa
1266,Él dejó a su madre y a su novia en Francia.,spa
1267,Ha escrito diez libros,spa
1268,La distancia entre el sol y la tierra es de casi 93 millones de millas.,spa
1269,Ella está enfadada conmigo.,spa
1270,Ésta es la casa que construyó Jack.,spa
1271,Tiene don de palabra.,spa
1272,Tom fue expulsado del senado.,spa
1273,El profesor no pudo haber dicho algo así.,spa
1274,Mayuko estaba leyendo y Meg pintando.,spa
1275,Siéntate donde quieras.,spa
1276,¡Entremos a la casa!,spa
1277,Mi hermana me pidió que le enseñara a esquiar.,spa
1278,¿Te gusta vivir en el campo?,spa
1279,Él es mi mejor amigo. Es como si fuéramos hermanos.,spa
1280,Tengo tres pasajes.,spa
1281,Dejaré de fumar para siempre.,spa
1282,Hola,spa
1283,Ojalá no me vuelvas a mentir más.,spa
1284,Esa chimenea es muy alta.,spa
1285,Alain no está feliz ni contento con su matrimonio.,spa
1286,¿Cuál es el salario mínimo en Estonia?,spa
1287,Me gustaría verlo.,spa
1288,Tengo una ducha amplia.,spa
1289,Tus gafas están encima de la mesita.,spa
1290,No hablo español.,spa
1291,El rumor no es cierto.,spa
1292,En el armario,spa
1293,¿Estuvo alguien aquí mientras yo estaba fuera?,spa
1294,¿Está él bien?,spa
1295,Fue sólo un tiro en la oscuridad.,spa
1296,Tom no era malvado en absoluto.,spa
1297,El espejo está muy sucio.,spa
1298,¿Estás seguro que no podemos reparar esta cámara?,spa
1299,No supe de esto.,spa
1300,La tubería tiene un descalcificador para eliminar la cal.,spa
1301,Tom sabe por qué Mary piensa ir a Boston.,spa
1302,El jardinero plantó un rosal en medio del jardín.,spa
1303,Los resultados de nuestra encuesta permiten algunas conclusiones interesantes.,spa
1304,Tom sonrió cuando Mary le miró.,spa
1305,No se movió nadie.,spa
1306,Quiero un cuarto para esta noche.,spa
1307,Me gustan más las rosas blancas que las rojas.,spa
1308,Le mostré mi cuarto.,spa
1309,Algunos atletas sudan más que otros.,spa
1310,¡Amsterdam es sorprendente!,spa
1311,Cualquiera puede hacer esto.,spa
1312,Quiero el desayuno en mi cuarto.,spa
1313,Tom se echó un vaso de whisky.,spa
1314,¿Para quién es esta bolsa?,spa
1315,Tienes mucho que aprender acerca de los negocios.,spa
1316,¿Van a venir tus padres a casa?,spa
1317,Voy a atender al cliente.,spa
1318,Tenemos que dormir al menos ocho horas al día.,spa
1319,El tren en el que se fue va a la estación de Tokio.,spa
1320,Tom está jugando al tenis con Mary.,spa
1321,Me llevó mucho tiempo convencerlo de que yo tenía razón.,spa
1322,Sus amigos se rieron de él.,spa
1323,¿Qué debo hacer para que me creáis?,spa
1324,¿Te gusta nadar?,spa
1325,Tom tiene problemas para acostumbrarse a la idea de que su padre fue el autor de una masacre.,spa
1326,Di lo que es verdad.,spa
1327,Mi hijo pequeño conduce un coche.,spa
1328,Se bebió una botella de vino.,spa
1329,No hablo kazajo.,spa
1330,Él ha perdido su paraguas.,spa
1331,Me gustaría saber más de ciencia.,spa
1332,Mañana tenemos que levantarnos temprano.,spa
1333,Esta noche no voy a beber.,spa
1334,No voy a responder a más preguntas.,spa
1335,En realidad Tom Jackson no es el mánager.,spa
1336,Hace mucho que volvimos,spa
1337,Ambos permanecieron un rato en silencio.,spa
1338,Dije la verdad.,spa
1339,Me estoy cansando de tus quejas.,spa
1340,¿En qué crees que estoy pensando ahora mismo?,spa
1341,Lo verás por ti mismo.,spa
1342,Dile a Tom dónde estoy.,spa
1343,La nave espacial hizo un aterrizaje perfecto.,spa
1344,Ya os he dicho que no está aquí.,spa
1345,El paciente necesita los cuidados de un médico y cuanto antes lo atienda el doctor,spa
1346,¿De dónde es usted,spa
1347,Un día,spa
1348,Es un buen modo de hacer amigas.,spa
1349,No quiero discutir contigo.,spa
1350,Encuentra dónde está Tom.,spa
1351,Por eso es que quiero quedarme mucho tiempo en Francia y necesito dinero para ello.,spa
